pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_insol,discoverymethod,hostname
K2-163 b,2.46610713,,6.673117,,,Transit,K2-163
K2-165 b,1.27443657,,2.354992,,,Transit,K2-165
K2-165 c,1.55409035,,4.382745,,,Transit,K2-165
K2-165 d,2.64809498,,14.101361,,,Transit,K2-165
K2-165 d,3.19087767,,14.06660140645,,37.0819,Transit,K2-165
Kepler-477 b,1.84,,11.11990653,0.0869,38.71,Transit,Kepler-477
Kepler-477 b,,,11.1199158048,,,Transit,Kepler-477
Kepler-477 b,1.84,,11.11990653,0.0869,38.71,Transit,Kepler-477
Kepler-477 b,,,11.1199028,,,Transit,Kepler-477
Kepler-477 b,1.84,,11.11990653,0.0869,38.71,Transit,Kepler-477
Kepler-477 b,2.07,,11.11990653,,,Transit,Kepler-477
Kepler-477 b,2.08,,11.1199028,0.0911,42.07,Transit,Kepler-477
Kepler-477 b,2.2,,11.119888,0.09,,Transit,Kepler-477
Kepler-108 b,,,49.18394185,,,Transit,Kepler-108
Kepler-108 b,8.2,,49.18394185,0.2829,47.4,Transit,Kepler-108
Kepler-108 b,9.56,,49.18354,,,Transit,Kepler-108
Kepler-108 b,8.65,,49.183921,0.292,,Transit,Kepler-108
Kepler-108 b,3.9,,49.18431,0.252,,Transit,Kepler-108
Kepler-108 b,8.97,,49.18394922,0.2935,58.63,Transit,Kepler-108
Kepler-108 b,8.97,,49.18394922,0.2935,58.63,Transit,Kepler-108
Kepler-108 b,8.53,,49.18394922,,,Transit,Kepler-108
Kepler-108 b,8.97,,49.18394922,0.2935,58.63,Transit,Kepler-108
Kepler-108 b,,,49.18395775,,,Transit,Kepler-108
EPIC 201595106 b,1.565,7.67,0.87724,0.0177,2852.0,Transit,EPIC 201595106
EPIC 201595106 b,1.3,,0.877214,,,Transit,EPIC 201595106
EPIC 201595106 b,1.2,,0.87703,,,Transit,EPIC 201595106
EPIC 201595106 b,1.40575209,,0.877183,,,Transit,EPIC 201595106
K2-166 b,2.19,,8.52695,0.0858,,Transit,K2-166
K2-166 b,1.82322896,,8.527219,,,Transit,K2-166
K2-175 b,2.03803688,,9.525988,,,Transit,K2-175
K2-176 b,1.49090097,,5.329439,,,Transit,K2-176
K2-176 b,1.55,,5.32944,,,Transit,K2-176
K2-177 b,2.1162048,,14.155185,,,Transit,K2-177
K2-178 b,3.83,,8.74809,,,Transit,K2-178
K2-178 b,3.55790985,,8.747818,,,Transit,K2-178
K2-178 b,3.54381082,,8.75470797754,,117.826,Transit,K2-178
Kepler-9 d,1.48,,1.59295975,0.027,1251.43,Transit,Kepler-9
Kepler-9 d,1.48,,1.59295975,0.027,1251.43,Transit,Kepler-9
Kepler-9 d,1.64,,1.592851,0.0273,,Transit,Kepler-9
Kepler-9 d,1.67,,1.5929716,0.027,,Transit,Kepler-9
Kepler-9 d,,,1.59295975,,,Transit,Kepler-9
Kepler-9 d,1.507,,1.59295975,0.02691,1310.1,Transit,Kepler-9
Kepler-9 d,1.507,8.41466053,1.59295975,0.0269056221,,Transit,Kepler-9
Kepler-9 d,1.527,,,,1339.658,Transit,Kepler-9
K2-183 b,1.1,,0.469285,,,Transit,K2-183
K2-183 b,2.59929571,,0.469269,,,Transit,K2-183
K2-183 b,1.46,,0.469287,,,Transit,K2-183
K2-185 b,1.31284773,,10.616646,,,Transit,K2-185
K2-185 b,1.19,,10.6161,,,Transit,K2-185
K2-185 b,1.15,,10.616384,,,Transit,K2-185
K2-185 c,2.79551948,,52.714072,,,Transit,K2-185
K2-185 c,2.39,,52.713494,,,Transit,K2-185
K2-185 c,2.48,,52.7099,,,Transit,K2-185
K2-263 b,2.16538589,,50.819331,,,Transit,K2-263
K2-263 b,2.41,14.9,50.818947,0.2573,8.17,Transit,K2-263
K2-263 b,2.41,14.8,50.818947,0.2573,,Transit,K2-263
K2-263 b,2.18,,50.8213,,,Transit,K2-263
K2-186 b,3.45,,41.4661,,,Transit,K2-186
K2-186 b,3.17207779,,41.474219,,,Transit,K2-186
K2-341 b,3.21,,36.552551,,,Transit,K2-341
K2-341 b,3.18,,36.5563,,,Transit,K2-341
K2-341 b,2.96787013,,36.556251,,,Transit,K2-341
K2-187 b,1.3,,0.77392,0.0164,,Transit,K2-187
K2-187 b,1.5,,0.773987,,,Transit,K2-187
K2-187 b,1.2,,0.77401,,,Transit,K2-187
K2-187 b,1.3833597,,0.773981,,,Transit,K2-187
K2-188 b,1.35,,1.742169,0.0289,,Transit,K2-188
K2-188 b,1.25908622,,1.742983,,,Transit,K2-188
K2-189 b,1.51234354,,5.1763,,,Transit,K2-189
K2-189 b,1.52,,2.588309,0.0361,,Transit,K2-189
K2-189 b,1.403,,2.58812,,497.0,Transit,K2-189
K2-189 b,1.587,,2.58819,,,Transit,K2-189
K2-190 c,1.09308317,,21.574023,,,Transit,K2-190
K2-195 c,2.68,,28.4707,,,Transit,K2-195
K2-195 c,2.57581891,,28.482786,,,Transit,K2-195
K2-196 b,3.59970536,,48.324222,,,Transit,K2-196
Kepler-42 b,0.962,,,,24.541,Transit,Kepler-42
Kepler-42 b,,,1.213770423,,,Transit,Kepler-42
Kepler-42 b,1.24,,1.213770222,,,Transit,Kepler-42
Kepler-42 b,0.76,,1.2137706,,,Transit,Kepler-42
Kepler-42 b,0.912,,,,22.388,Transit,Kepler-42
Kepler-42 b,0.78,,1.2137672,0.0116,,Transit,Kepler-42
Kepler-42 b,0.92,,1.21377206,0.01153,,Transit,Kepler-42
Kepler-42 b,0.87,,1.213770222,0.0113,17.95,Transit,Kepler-42
Kepler-42 b,,0.705944,1.21377042,,,Transit,Kepler-42
Kepler-42 b,3.46,,1.2137703,0.019,,Transit,Kepler-42
Kepler-42 b,0.87,,1.213770222,0.0113,17.95,Transit,Kepler-42
Kepler-42 b,0.78,,1.213770423,0.0113,18.03,Transit,Kepler-42
Kepler-42 b,0.87,,1.213770222,0.0113,17.95,Transit,Kepler-42
K2-201 b,1.47,,1.059806,,,Transit,K2-201
K2-201 b,1.40006712,,1.05979,,,Transit,K2-201
K2-201 c,3.39,,22.7768,,,Transit,K2-201
K2-201 c,3.28568401,,22.779878,,,Transit,K2-201
K2-202 b,2.30165603,,3.405164,,,Transit,K2-202
K2-202 b,2.31,,3.405087,,,Transit,K2-202
K2-381 b,1.08322371,,7.939256,,,Transit,K2-381
K2-381 b,0.94,,7.9388,,,Transit,K2-381
K2-381 b,1.075,,7.9389334,,,Transit,K2-381
K2-381 d,1.48,,26.8054,,,Transit,K2-381
K2-381 d,1.53157981,,26.804998,,,Transit,K2-381
K2-381 d,1.689,,26.803023,,,Transit,K2-381
K2-382 b,2.072,,21.700156,,,Transit,K2-382
K2-382 b,2.38,,21.7,,,Transit,K2-382
K2-382 b,2.77059123,,21.697619,,,Transit,K2-382
K2-383 b,1.75,,1.866025,,,Transit,K2-383
K2-383 b,1.85861238,,1.865979,,,Transit,K2-383
K2-383 b,1.564,,1.865962,,,Transit,K2-383
K2-203 b,1.37,,9.6897,,,Transit,K2-203
K2-203 b,1.37068602,,9.695101,,,Transit,K2-203
K2-203 b,1.26549392,,9.6952,0.0824,,Transit,K2-203
K2-204 b,3.04584393,,7.055784,,,Transit,K2-204
K2-204 b,3.17214154,,7.055908,0.0738,,Transit,K2-204
K2-204 b,2.76,,7.05647,,,Transit,K2-204
K2-205 b,2.209,,26.682,,,Transit,K2-205
K2-205 b,1.99552771,,26.672263,,,Transit,K2-205
K2-206 b,2.79522879,,18.294549,,,Transit,K2-206
K2-207 b,2.60585269,,12.48749,,,Transit,K2-207
K2-207 b,3.59,,12.4904,,,Transit,K2-207
K2-208 b,1.67866113,,4.190948,,,Transit,K2-208
K2-208 b,1.67462172,,4.19097,0.04878,,Transit,K2-208
K2-208 b,1.75,,4.19121,,,Transit,K2-208
K2-209 b,0.86850263,,2.080615,,,Transit,K2-209
K2-210 b,0.81864346,,0.570233,,,Transit,K2-210
K2-210 b,0.86,,0.57023,,,Transit,K2-210
K2-211 b,1.3,,0.669532,,,Transit,K2-211
K2-211 b,1.33162691,,0.669561,0.01419,,Transit,K2-211
K2-211 b,1.44,,0.669573,,,Transit,K2-211
K2-211 b,1.37466396,,0.669558,,,Transit,K2-211
K2-213 b,1.51398464,,8.13087,,,Transit,K2-213
K2-215 b,2.12381238,,8.269648,,,Transit,K2-215
K2-215 b,2.63,,8.26947,,,Transit,K2-215
K2-217 b,3.36,,14.0721,,,Transit,K2-217
K2-217 b,3.57854073,,14.074524,,,Transit,K2-217
K2-218 b,2.56948149,,8.679885,,,Transit,K2-218
K2-218 b,2.79,,8.68055,,,Transit,K2-218
K2-219 b,1.34762583,,3.901287,,,Transit,K2-219
K2-219 b,1.47,,3.9009,,,Transit,K2-219
K2-219 c,1.43839723,,6.66767,,,Transit,K2-219
K2-219 c,1.66,,6.6674,,,Transit,K2-219
K2-219 d,2.57634456,,11.137278,,,Transit,K2-219
K2-219 d,2.84,,11.13878,,,Transit,K2-219
K2-221 b,1.67890272,,2.399094,,,Transit,K2-221
K2-221 b,1.98,,2.398982,,,Transit,K2-221
K2-223 b,0.89,,0.50565,0.0127,,Transit,K2-223
K2-223 b,0.90973766,,0.50557,,,Transit,K2-223
K2-223 b,0.89,,0.50557,,,Transit,K2-223
K2-223 c,1.5,,4.562546,,,Transit,K2-223
K2-223 c,1.6195921,,4.564169,,,Transit,K2-223
K2-223 c,1.57,,4.56327,0.0549,,Transit,K2-223
K2-224 b,1.56,,4.47904,0.0516,,Transit,K2-224
K2-224 b,1.66378993,,4.478591,,,Transit,K2-224
K2-224 c,2.5054075,,10.09607,,,Transit,K2-224
K2-224 c,2.41,,10.09489,0.0886,,Transit,K2-224
K2-225 b,3.49,,15.87209,0.134,,Transit,K2-225
K2-225 b,2.66099554,,15.871455,,,Transit,K2-225
K2-225 b,3.60929179,,15.8723,0.1409,,Transit,K2-225
K2-226 b,1.48696454,,3.271106,,,Transit,K2-226
K2-226 b,1.54,,3.27108,0.0413,,Transit,K2-226
K2-226 b,1.53899305,,3.27109,0.04095,,Transit,K2-226
K2-227 b,1.66551298,,13.621832,,,Transit,K2-227
K2-228 b,1.21,,2.69828,0.0338,,Transit,K2-228
K2-228 b,1.38434336,,2.698368,,,Transit,K2-228
K2-229 b,1.26,2.55,0.584272,,2290.0,Transit,K2-229
K2-229 b,1.0,,0.584216,,,Transit,K2-229
K2-229 b,1.164,2.59,0.584249,0.012888,,Transit,K2-229
K2-229 b,1.2547759,,0.58424,,,Transit,K2-229
K2-229 b,1.197,2.49,0.584,,,Transit,K2-229
K2-229 b,1.14,,0.58426,0.0131,,Transit,K2-229
K2-229 c,2.16480482,,8.32801,,,Transit,K2-229
K2-229 c,2.12,21.3,8.32834,0.07577,,Transit,K2-229
K2-229 c,2.03,,8.32727,0.0769,,Transit,K2-229
K2-229 c,2.04,7.0,8.3262,,66.0,Transit,K2-229
K2-230 b,1.93420564,,2.860636,,,Transit,K2-230
K2-230 b,1.96,,2.86041,0.0409,,Transit,K2-230
EPIC 229004835 b,2.332,10.4,16.141132,0.1237,69.7,Transit,EPIC 229004835
EPIC 229004835 b,2.02,,16.13655,,,Transit,EPIC 229004835
EPIC 229004835 b,2.18,19.3,16.1388,,68.9,Transit,EPIC 229004835
EPIC 229004835 b,2.05969274,,16.140442,,,Transit,EPIC 229004835
K2-259 b,2.32,,15.48043,0.1271,,Transit,K2-259
K2-259 b,2.09663798,,15.482399,,,Transit,K2-259
K2-80 d,2.55211506,,28.867253,,,Transit,K2-80
K2-80 d,2.39,,28.8819,,,Transit,K2-80
EPIC 228836835 b,1.1,,0.728113,,,Transit,EPIC 228836835
EPIC 228836835 b,1.27,,0.72813,,,Transit,EPIC 228836835
K2-331 c,2.5,,22.99592,,,Transit,K2-331
K2-331 c,2.72,,22.996591,,,Transit,K2-331
K2-333 b,,,14.759859,,,Transit,K2-333
K2-333 b,6.18,,14.759287,,,Transit,K2-333
K2-333 b,5.3,,14.759595,,,Transit,K2-333
K2-333 b,5.7395617,,14.75650149447,,102.1266,Transit,K2-333
K2-334 b,5.67086336,,5.11383503556,,832.2294,Transit,K2-334
K2-334 b,5.0,,5.113823,,,Transit,K2-334
K2-334 b,5.65,,5.113981,,,Transit,K2-334
K2-334 b,,,5.1138428,,,Transit,K2-334
K2-342 b,2.03,,11.561052,,,Transit,K2-342
K2-342 b,2.4,,11.561514,,,Transit,K2-342
K2-343 c,2.44,,7.67689,,,Transit,K2-343
K2-343 c,2.3,,7.676984,,,Transit,K2-343
K2-343 c,2.02,,7.676972,,,Transit,K2-343
K2-344 b,1.9149,,3.3557219,,37.2966,Transit,K2-344
K2-344 b,1.59,,3.35585,,,Transit,K2-344
K2-344 b,1.6,,3.355854,,,Transit,K2-344
K2-348 b,3.8,,4.688625,,,Transit,K2-348
K2-348 b,3.36071,,4.6886342,,133.083,Transit,K2-348
K2-348 b,3.26,,4.688418,,,Transit,K2-348
K2-348 c,2.6,,12.550896,,,Transit,K2-348
K2-348 c,2.67,,12.550171,,,Transit,K2-348
K2-352 c,1.92,,8.234885,,,Transit,K2-352
K2-352 c,2.0,,8.236486,,,Transit,K2-352
K2-352 d,4.4,,14.869943,,,Transit,K2-352
K2-352 d,2.23,,14.871387,,,Transit,K2-352
G 9-40 b,,,5.7459996,,,Transit,G 9-40
G 9-40 b,2.025,11.7,5.746007,0.0385,7.2,Transit,G 9-40
G 9-40 b,,,5.745912,,,Transit,G 9-40
G 9-40 b,1.9,4.0,5.7459982,0.0418,6.27,Transit,G 9-40
G 9-40 b,2.06081,,5.7459945,,3.9983,Transit,G 9-40
HD 80653 b,,,0.719597,,,Transit,HD 80653
HD 80653 b,1.613,5.72,0.719573,0.01661,6130.0,Transit,HD 80653
HD 80653 b,1.61084174,,0.71957120984,,6635.8567,Transit,HD 80653
HD 80653 b,1.613,5.6,0.719573,0.0166,,Transit,HD 80653
Kepler-21 b,1.639,5.08,2.78578,0.0427172,,Transit,Kepler-21
Kepler-21 b,1.59,,2.785821693,0.0427,2399.4,Transit,Kepler-21
Kepler-21 b,,,2.785821236,,,Transit,Kepler-21
Kepler-21 b,1.59,,2.785821693,0.0427,2399.4,Transit,Kepler-21
Kepler-21 b,1.894,,,,3021.187,Transit,Kepler-21
Kepler-21 b,,,2.78581504,,,Transit,Kepler-21
Kepler-21 b,1.59,,2.785821693,0.0427,2399.4,Transit,Kepler-21
Kepler-21 b,1.6354,10.4,2.785755,0.042507,,Transit,Kepler-21
Kepler-21 b,1.654,,2.785821693,0.04171,2871.7,Transit,Kepler-21
Kepler-21 b,1.57,,2.785821693,,,Transit,Kepler-21
Kepler-21 b,1.72,,2.785819,0.043,,Transit,Kepler-21
Kepler-21 b,1.639,7.5,2.7858212,0.0434,2749.0,Transit,Kepler-21
Kepler-21 b,1.69,,2.785821236,0.0408,2388.98,Transit,Kepler-21
Kepler-8 b,14.83,,3.522498573,0.0473,1264.67,Transit,Kepler-8
Kepler-8 b,15.31,,3.522498573,,,Transit,Kepler-8
Kepler-8 b,15.9,,3.52249913,0.047,,Transit,Kepler-8
Kepler-8 b,15.905571,177.9848,3.52249905,0.04835,,Transit,Kepler-8
Kepler-8 b,15.479629,187.5197,3.5225047,0.0485,,Transit,Kepler-8
Kepler-8 b,15.90148318,,3.522475097,,1423.8679,Transit,Kepler-8
Kepler-8 b,15.906,191.643,3.52254,0.0483,,Transit,Kepler-8
Kepler-8 b,,,3.522498429,,,Transit,Kepler-8
Kepler-8 b,,,3.52249865,,,Transit,Kepler-8
Kepler-8 b,14.83,,3.522498573,0.0473,1264.67,Transit,Kepler-8
Kepler-8 b,14.59,,3.522498429,0.0473,1264.67,Transit,Kepler-8
Kepler-8 b,15.704,,3.522498573,0.04742,1374.5,Transit,Kepler-8
Kepler-8 b,15.789,,,,1444.881,Transit,Kepler-8
Kepler-8 b,,,3.5224984671,,,Transit,Kepler-8
Kepler-8 b,14.83,,3.522498573,0.0473,1264.67,Transit,Kepler-8
Kepler-8 b,15.871944,187.5197,3.5224991,0.0474,,Transit,Kepler-8
KOI-984 b,2.78,,4.287455473,0.0516,234.19,Transit,KOI-984
KOI-984 b,,,4.28816271,,,Transit,KOI-984
KOI-984 b,3.19,,4.2873775,0.052,,Transit,KOI-984
KOI-984 b,2.78,,4.287455473,0.0516,234.19,Transit,KOI-984
KOI-984 b,,,4.2881785,0.0504,,Transit,KOI-984
KOI-984 b,4.3,,4.2881785,0.0504,,Transit,KOI-984
KOI-984 b,2.29,,4.28746668,0.0501,186.31,Transit,KOI-984
KOI-984 b,,,4.28746668,,,Transit,KOI-984
KOI-984 b,2.78,,4.287455473,0.0516,234.19,Transit,KOI-984
Kepler-505 b,2.53,,27.521732,0.146,,Transit,Kepler-505
Kepler-505 b,2.47,,27.52194772,0.1445,2.28,Transit,Kepler-505
Kepler-505 b,2.51,,27.52197994,0.1444,2.26,Transit,Kepler-505
Kepler-505 b,2.51,,27.52197994,0.1444,2.26,Transit,Kepler-505
Kepler-505 b,3.114,,,,3.641,Transit,Kepler-505
Kepler-505 b,,,27.5219767,,,Transit,Kepler-505
Kepler-505 b,2.6,,27.52197994,,,Transit,Kepler-505
Kepler-505 b,,,27.5219609912,,,Transit,Kepler-505
Kepler-505 b,2.51,,27.52197994,0.1444,2.26,Transit,Kepler-505
Kepler-505 b,,,27.52194772,,,Transit,Kepler-505
Kepler-745 b,1.92,,9.93143556,0.0908,109.11,Transit,Kepler-745
Kepler-745 b,1.92,,9.93143556,0.0908,109.11,Transit,Kepler-745
Kepler-745 b,,,9.93153577,,,Transit,Kepler-745
Kepler-745 b,2.41,,9.93146307,0.0915,177.83,Transit,Kepler-745
Kepler-745 b,,,9.9313455303,,,Transit,Kepler-745
Kepler-745 b,1.92,,9.93143556,0.0908,109.11,Transit,Kepler-745
Kepler-745 b,1.85,,9.93161,0.09,,Transit,Kepler-745
Kepler-745 b,,,9.93146307,,,Transit,Kepler-745
Kepler-745 b,3.052,,,,286.026,Transit,Kepler-745
Kepler-745 b,2.16,,9.93143556,,,Transit,Kepler-745
Kepler-262 c,1.75,,21.85362905,0.1515,34.57,Transit,Kepler-262
Kepler-262 c,1.69,,21.85347,0.152,,Transit,Kepler-262
Kepler-262 c,1.74,,21.8536791,0.1515,34.57,Transit,Kepler-262
Kepler-262 c,1.648,,,,25.26,Transit,Kepler-262
Kepler-262 c,1.624,,21.8536791,0.14297,27.7,Transit,Kepler-262
Kepler-262 c,1.74,,21.8536791,0.1515,34.57,Transit,Kepler-262
Kepler-262 c,1.74,,21.8536791,0.1515,34.57,Transit,Kepler-262
Kepler-262 c,2.06,,21.8536791,,,Transit,Kepler-262
Kepler-262 c,1.64,,21.853722,0.152,,Transit,Kepler-262
Kepler-262 c,,,21.85378912,,,Transit,Kepler-262
Kepler-262 c,,,21.85362905,,,Transit,Kepler-262
Kepler-262 c,,,21.8536302184,,,Transit,Kepler-262
Kepler-748 b,2.23,,7.40742793,0.0745,183.15,Transit,Kepler-748
Kepler-748 b,2.23,,7.40742793,0.0745,183.15,Transit,Kepler-748
Kepler-748 b,2.13,,7.40758,0.076,,Transit,Kepler-748
Kepler-748 b,2.23,,7.40742793,0.0745,183.15,Transit,Kepler-748
Kepler-748 b,3.112,,,,439.778,Transit,Kepler-748
Kepler-748 b,,,7.40742502,,,Transit,Kepler-748
Kepler-748 b,,,7.4073921378,,,Transit,Kepler-748
Kepler-748 b,2.01,,7.40742502,0.0745,183.15,Transit,Kepler-748
Kepler-748 b,2.52,,7.40742793,,,Transit,Kepler-748
Kepler-264 b,3.71,,40.8065333,0.2641,83.75,Transit,Kepler-264
Kepler-264 b,4.86,,40.8068494,0.2542,119.96,Transit,Kepler-264
Kepler-264 b,3.523,,,,79.478,Transit,Kepler-264
Kepler-264 b,,,40.80657815,,,Transit,Kepler-264
Kepler-264 b,,,40.8065333,,,Transit,Kepler-264
Kepler-264 b,4.8,,40.80686,0.258,,Transit,Kepler-264
Kepler-264 b,3.33,,40.806231,0.249,,Transit,Kepler-264
Kepler-264 b,4.86,,40.8068494,0.2542,119.96,Transit,Kepler-264
Kepler-264 b,3.978,,40.8068494,0.26122,78.5,Transit,Kepler-264
Kepler-264 b,4.19,,40.8068494,,,Transit,Kepler-264
Kepler-264 b,4.86,,40.8068494,0.2542,119.96,Transit,Kepler-264
Kepler-264 b,,,40.8092144034,,,Transit,Kepler-264
HD 73344 b,2.884,10.48,15.611,0.131,,Transit,HD 73344
HD 73344 b,2.90333467,,15.61136332661,,111.9729,Transit,HD 73344
HD 73344 b,,12.43,15.604,0.1296,,Transit,HD 73344
HD 73344 b,3.0,,15.613426,,,Transit,HD 73344
Kepler-1732 b,2.88,,32.3123975,0.2015,27.05,Transit,Kepler-1732
Kepler-1732 b,2.88,,32.3123975,0.2015,27.05,Transit,Kepler-1732
Kepler-1732 b,,,32.3122867,,,Transit,Kepler-1732
Kepler-1732 b,2.88,,32.3123975,0.2015,27.05,Transit,Kepler-1732
Kepler-1732 b,,,32.31253348,,,Transit,Kepler-1732
Kepler-1732 b,4.84,,32.3122867,0.2015,56.49,Transit,Kepler-1732
Kepler-1732 b,4.09903273,,32.31240082,,,Transit,Kepler-1732
Kepler-1732 b,3.0,,32.31153,0.2,,Transit,Kepler-1732
Kepler-263 b,2.67,,16.568087,0.12,,Transit,Kepler-263
Kepler-263 b,2.54,,16.56806842,0.1155,21.27,Transit,Kepler-263
Kepler-263 b,,,16.5682448062,,,Transit,Kepler-263
Kepler-263 b,2.583,,,,24.308,Transit,Kepler-263
Kepler-263 b,2.81,,16.56805949,0.1195,29.37,Transit,Kepler-263
Kepler-263 b,3.07,,16.56805949,,,Transit,Kepler-263
Kepler-263 b,,,16.56806842,,,Transit,Kepler-263
Kepler-263 b,2.66,,16.56806,0.118,,Transit,Kepler-263
Kepler-263 b,,,16.56808299,,,Transit,Kepler-263
Kepler-263 b,2.81,,16.56805949,0.1195,29.37,Transit,Kepler-263
Kepler-263 b,2.81,,16.56805949,0.1195,29.37,Transit,Kepler-263
Kepler-263 b,2.568,,16.56805949,0.1178,22.5,Transit,Kepler-263
Kepler-261 b,2.094,,,,45.779,Transit,Kepler-261
Kepler-261 b,2.18,,10.381227,0.088,,Transit,Kepler-261
Kepler-261 b,2.23,,10.38123451,0.0886,50.05,Transit,Kepler-261
Kepler-261 b,,,10.3812323295,,,Transit,Kepler-261
Kepler-261 b,2.161,,10.38123451,0.08772,45.1,Transit,Kepler-261
Kepler-261 b,,,10.38122447,,,Transit,Kepler-261
Kepler-261 b,2.21,,10.381209,0.089,,Transit,Kepler-261
Kepler-261 b,2.18,,10.38122447,0.0871,48.37,Transit,Kepler-261
Kepler-261 b,2.23,,10.38123451,0.0886,50.05,Transit,Kepler-261
Kepler-261 b,2.26,,10.38123451,,,Transit,Kepler-261
Kepler-261 b,,,10.38121981,,,Transit,Kepler-261
Kepler-261 b,2.23,,10.38123451,0.0886,50.05,Transit,Kepler-261
K2-368 d,1.948,,20.201085,,,Transit,K2-368
K2-368 d,1.89,,20.2009,,,Transit,K2-368
K2-368 c,1.361,,9.660186,,,Transit,K2-368
K2-368 c,1.38,,9.65869,,,Transit,K2-368
Kepler-1733 b,2.31,,9.22958009,0.0886,200.2,Transit,Kepler-1733
Kepler-1733 b,2.31,,9.22958009,0.0886,200.2,Transit,Kepler-1733
Kepler-1733 b,3.63582354,,9.229579926,,,Transit,Kepler-1733
Kepler-1733 b,,,9.22961384,,,Transit,Kepler-1733
Kepler-1733 b,2.79,,9.22961384,0.0933,257.11,Transit,Kepler-1733
Kepler-1733 b,2.31,,9.22958009,0.0886,200.2,Transit,Kepler-1733
Kepler-1733 b,2.36,,9.22969,0.091,,Transit,Kepler-1733
Kepler-754 b,2.04,,14.55916,0.117,,Transit,Kepler-754
Kepler-754 b,1.76,,14.5596237,0.116,78.26,Transit,Kepler-754
Kepler-754 b,1.64,,14.5598556,0.116,78.26,Transit,Kepler-754
Kepler-754 b,,,14.5598556,,,Transit,Kepler-754
Kepler-754 b,2.01,,14.5596237,,,Transit,Kepler-754
Kepler-754 b,2.727,,,,216.473,Transit,Kepler-754
Kepler-754 b,1.76,,14.5596237,0.116,78.26,Transit,Kepler-754
Kepler-754 b,1.76,,14.5596237,0.116,78.26,Transit,Kepler-754
K2-373 b,2.25,,11.0213,,,Transit,K2-373
K2-373 b,2.061,,11.02066,,,Transit,K2-373
Kepler-753 b,,,5.74771193,,,Transit,Kepler-753
Kepler-753 b,1.52,,5.747725012,0.0508,22.53,Transit,Kepler-753
Kepler-753 b,,,5.7477212388,,,Transit,Kepler-753
Kepler-753 b,1.76,,5.747719,0.053,,Transit,Kepler-753
Kepler-753 b,1.891,,,,41.674,Transit,Kepler-753
Kepler-753 b,1.91,,5.747725012,,,Transit,Kepler-753
Kepler-753 b,,,5.747711909,,,Transit,Kepler-753
Kepler-753 b,1.86,,5.747711909,0.054,40.07,Transit,Kepler-753
Kepler-753 b,1.52,,5.747725012,0.0508,22.53,Transit,Kepler-753
Kepler-753 b,1.52,,5.747725012,0.0508,22.53,Transit,Kepler-753
K2-339 b,1.92,,19.507428,,,Transit,K2-339
K2-339 b,2.11,,19.508,,,Transit,K2-339
Kepler-752 b,2.92,,18.82747265,0.1353,37.82,Transit,Kepler-752
Kepler-752 b,2.81,,18.82747265,,,Transit,Kepler-752
Kepler-752 b,2.92,,18.82747265,0.1353,37.82,Transit,Kepler-752
Kepler-752 b,2.92,,18.82747265,0.1353,37.82,Transit,Kepler-752
Kepler-752 b,2.6,,18.82729,0.135,,Transit,Kepler-752
Kepler-752 b,,,18.82744023,,,Transit,Kepler-752
Kepler-752 b,,,18.8276133925,,,Transit,Kepler-752
Kepler-752 b,2.953,,,,45.278,Transit,Kepler-752
Kepler-752 b,2.7,,18.82744023,0.1353,37.82,Transit,Kepler-752
Kepler-752 b,,,18.82756878,,,Transit,Kepler-752
K2-343 b,2.0,,2.78711,,,Transit,K2-343
K2-343 b,1.65,,2.787174,,,Transit,K2-343
Kepler-766 b,,,6.1002925931,,,Transit,Kepler-766
Kepler-766 b,2.59,,6.10027621,0.066,227.15,Transit,Kepler-766
Kepler-766 b,2.9,,6.100295,0.066,,Transit,Kepler-766
Kepler-766 b,2.8,,6.10027804,0.066,227.15,Transit,Kepler-766
Kepler-766 b,2.8,,6.10027804,0.066,227.15,Transit,Kepler-766
Kepler-766 b,,,6.10030088,,,Transit,Kepler-766
Kepler-766 b,2.8,,6.10027804,0.066,227.15,Transit,Kepler-766
Kepler-766 b,3.39,,6.10027804,,,Transit,Kepler-766
Kepler-766 b,,,6.10027621,,,Transit,Kepler-766
Kepler-771 b,,,8.7348752471,,,Transit,Kepler-771
Kepler-771 b,2.4,,,,339.296,Transit,Kepler-771
Kepler-771 b,1.59,,8.7348852,0.0843,148.62,Transit,Kepler-771
Kepler-771 b,1.62,,8.73477,0.083,,Transit,Kepler-771
Kepler-771 b,1.67,,8.73485836,0.0843,148.62,Transit,Kepler-771
Kepler-771 b,1.82,,8.73485836,,,Transit,Kepler-771
Kepler-771 b,1.67,,8.73485836,0.0843,148.62,Transit,Kepler-771
Kepler-771 b,1.67,,8.73485836,0.0843,148.62,Transit,Kepler-771
Kepler-771 b,,,8.7348852,,,Transit,Kepler-771
EPIC 212624936 c,2.67,,11.81387,,,Transit,EPIC 212624936
EPIC 212624936 c,2.3,,11.811437,,,Transit,EPIC 212624936
Kepler-773 b,1.52,,3.749100061,0.0465,555.66,Transit,Kepler-773
Kepler-773 b,1.52,,3.749100061,0.0465,555.66,Transit,Kepler-773
Kepler-773 b,,,3.7490924547,,,Transit,Kepler-773
Kepler-773 b,1.43,,3.749100061,,,Transit,Kepler-773
Kepler-773 b,,,3.74907923,,,Transit,Kepler-773
